transaction_id,loan_id,customer_id,transaction_date,transaction_amount,transaction_type,payment_method,status,remarks
1417,2915,843,5/22/2020 5:27,48352,EMI Payment,UPI,Successful,On-time payment.
1418,1400,810,11/4/2023 13:13,14942,Refund,Credit Card,Pending,Partial payment.
1419,2428,515,5/31/2023 16:04,36285,Prepayment,Cash,Pending,Partial payment.
1420,1501,763,6/29/2022 10:48,44335,Prepayment,Cash,Failed,Late penalty.
1421,1324,583,10/8/2021 10:42,12936,Prepayment,Credit Card,Successful,Partial payment.
1422,2228,191,11/13/2021 23:09,39515,EMI Payment,UPI,Successful,Late penalty.
1423,2070,250,4/27/2021 15:23,47526,Prepayment,Online Transfer,Successful,Late penalty.
1424,30,738,2/15/2020 3:23,21805,Prepayment,Credit Card,Failed,Late penalty.
1425,1613,330,7/9/2020 2:42,49508,EMI Payment,Cash,Successful,Late penalty.
1426,1225,770,10/15/2022 9:32,13882,Penalty,Credit Card,Pending,Late penalty.
1427,1423,749,3/3/2024 18:15,30144,EMI Payment,Cash,Failed,On-time payment.
1428,1758,512,9/28/2023 5:51,5327,Refund,Online Transfer,Failed,Partial payment.
1429,571,699,11/1/2023 8:55,40309,Prepayment,Credit Card,Failed,Partial payment.
1430,2835,624,7/17/2024 18:04,24151,Refund,Credit Card,Pending,Partial payment.
1431,1345,68,1/5/2020 13:03,12555,EMI Payment,Online Transfer,Successful,On-time payment.
1432,2105,969,7/16/2020 7:21,39054,Penalty,UPI,Failed,Late penalty.
1433,682,560,12/9/2019 11:12,42978,Missed EMI,Online Transfer,Successful,Partial payment.
1434,856,651,11/27/2023 4:24,49889,Prepayment,Cash,Failed,Payment missed.
1435,1304,791,7/14/2022 1:34,10373,Penalty,UPI,Pending,Payment missed.
1436,2727,293,4/19/2021 5:44,43442,Prepayment,Credit Card,Successful,Partial payment.
1437,2563,598,3/19/2020 1:47,29149,Prepayment,Online Transfer,Successful,On-time payment.
1438,878,470,1/11/2022 22:02,48481,Prepayment,Online Transfer,Pending,Payment missed.
1439,1061,715,6/16/2021 1:36,30138,Refund,Online Transfer,Successful,Payment missed.
1440,1505,296,6/26/2022 11:54,31074,Prepayment,Cash,Successful,On-time payment.
1441,53,374,5/14/2024 23:18,23098,Refund,UPI,Pending,Late penalty.
1442,2085,18,1/19/2021 0:38,46794,Refund,Online Transfer,Successful,Late penalty.
1443,1092,115,8/20/2022 11:55,3518,EMI Payment,Credit Card,Pending,Late penalty.
1444,1058,680,7/7/2021 8:04,36379,Penalty,Online Transfer,Successful,Payment missed.
1445,449,254,1/4/2020 19:59,49409,Refund,Credit Card,Pending,Late penalty.
1446,466,652,2/11/2024 5:32,33558,EMI Payment,Credit Card,Pending,Late penalty.
1447,568,544,9/28/2020 1:24,5269,Prepayment,Cash,Pending,Partial payment.
1448,1335,988,1/12/2024 2:40,30378,EMI Payment,Online Transfer,Successful,On-time payment.
1449,663,888,1/17/2022 22:04,39336,Penalty,Online Transfer,Successful,Partial payment.
1450,1350,756,3/23/2023 4:12,16688,EMI Payment,Credit Card,Successful,Late penalty.
1451,1214,180,9/7/2022 15:29,13230,Prepayment,Online Transfer,Failed,Late penalty.
1452,1176,27,9/1/2023 11:58,3830,Refund,Cash,Failed,Partial payment.
1453,2384,975,3/3/2024 18:35,6864,Missed EMI,Online Transfer,Failed,Payment missed.
1454,1111,637,10/6/2020 13:05,44922,Refund,UPI,Successful,Payment missed.
1455,1246,602,6/17/2023 14:08,48603,Prepayment,Credit Card,Pending,Payment missed.
1456,391,204,2/18/2022 10:28,16311,Refund,UPI,Successful,Late penalty.
1457,928,9,10/2/2020 2:00,45961,Prepayment,Credit Card,Successful,Partial payment.
1458,2848,37,9/25/2022 15:21,18370,Prepayment,Credit Card,Failed,On-time payment.
1459,2580,725,6/15/2021 21:40,5985,Penalty,Online Transfer,Successful,Late penalty.
1460,1461,671,5/11/2020 20:11,19569,Missed EMI,Credit Card,Pending,Partial payment.
1461,2328,112,8/8/2021 22:40,12823,Refund,Credit Card,Failed,On-time payment.
1462,930,877,2/5/2024 12:47,14528,Penalty,Cash,Failed,On-time payment.
1463,792,252,7/22/2020 13:32,31823,Missed EMI,Online Transfer,Failed,On-time payment.
1464,1294,909,6/23/2021 9:36,19741,Prepayment,Online Transfer,Pending,Late penalty.
1465,1923,353,7/25/2023 7:16,3803,Refund,Credit Card,Pending,Partial payment.
1466,1869,269,5/16/2022 8:19,28058,Penalty,Credit Card,Failed,On-time payment.
1467,2908,169,6/22/2020 13:09,17487,Prepayment,UPI,Failed,Payment missed.
1468,1154,953,9/29/2024 18:56,13453,EMI Payment,UPI,Pending,On-time payment.
1469,2406,89,2/6/2023 15:23,13658,Prepayment,Credit Card,Successful,Partial payment.
1470,218,897,2/24/2020 19:58,26839,Prepayment,Online Transfer,Pending,Late penalty.
1471,171,182,8/14/2023 10:55,33978,EMI Payment,Credit Card,Successful,Partial payment.
1472,1449,249,2/29/2024 4:10,44111,EMI Payment,UPI,Pending,Late penalty.
1473,324,314,7/15/2021 19:51,30139,Missed EMI,Credit Card,Successful,Payment missed.
1474,1831,233,5/13/2022 21:50,1396,Penalty,Cash,Pending,On-time payment.
1475,2891,205,10/23/2024 9:08,30271,Refund,Credit Card,Successful,Partial payment.
1476,1198,319,5/22/2020 22:22,30553,Missed EMI,UPI,Failed,Late penalty.
1477,627,853,12/27/2020 17:03,39090,Penalty,Online Transfer,Failed,Partial payment.
1478,1285,354,6/13/2023 2:30,15196,Refund,Credit Card,Successful,Payment missed.
1479,207,572,4/8/2021 2:42,14879,Refund,Credit Card,Pending,Partial payment.
1480,1571,724,7/22/2023 3:39,3096,Refund,Cash,Successful,On-time payment.
1481,1047,399,9/27/2020 17:03,2941,Refund,Credit Card,Successful,On-time payment.
1482,2165,352,8/13/2022 1:29,7782,Prepayment,Online Transfer,Pending,Partial payment.
1483,1319,807,2/9/2023 7:30,13516,EMI Payment,UPI,Successful,Payment missed.
1484,1147,247,6/14/2024 3:10,19950,Prepayment,Cash,Successful,Late penalty.
1485,562,480,6/1/2021 14:54,45201,Missed EMI,UPI,Failed,On-time payment.
1486,944,832,8/7/2020 11:25,32611,Missed EMI,Cash,Successful,Partial payment.
1487,1336,703,3/11/2021 1:50,4651,Prepayment,UPI,Failed,Partial payment.
1488,1606,556,11/15/2020 11:15,27586,EMI Payment,Cash,Pending,Late penalty.
1489,2721,589,1/5/2024 14:18,33982,EMI Payment,Credit Card,Failed,On-time payment.
1490,945,327,2/3/2022 16:28,6650,Prepayment,Credit Card,Pending,Payment missed.
1491,2535,840,6/9/2022 12:43,5488,EMI Payment,Online Transfer,Successful,Late penalty.
1492,2171,382,6/14/2022 9:15,32266,EMI Payment,Online Transfer,Successful,Late penalty.
1493,2629,148,8/1/2023 15:15,32397,EMI Payment,Online Transfer,Pending,Payment missed.
1494,1156,242,12/14/2020 5:04,35329,Penalty,Online Transfer,Failed,Payment missed.
1495,2321,978,3/22/2024 5:39,41675,Prepayment,Credit Card,Failed,Partial payment.
1496,92,601,4/12/2024 20:14,19663,Prepayment,Cash,Failed,Payment missed.
1497,1848,804,8/26/2021 3:53,41253,Prepayment,Credit Card,Successful,On-time payment.
1498,1878,914,10/21/2021 13:06,40589,Missed EMI,UPI,Pending,On-time payment.
1499,2333,870,4/12/2020 22:34,13902,Prepayment,UPI,Pending,On-time payment.
1500,2646,957,5/27/2023 10:24,38867,Penalty,UPI,Failed,Payment missed.
1501,1985,330,6/5/2022 6:49,11313,Refund,Credit Card,Pending,On-time payment.
1502,1985,697,9/29/2020 2:03,17173,EMI Payment,Cash,Failed,On-time payment.
1503,1282,877,7/6/2020 5:15,48084,Refund,Online Transfer,Pending,Payment missed.
1504,286,170,3/18/2024 2:39,9792,Missed EMI,Online Transfer,Failed,On-time payment.
1505,1512,460,11/15/2024 13:53,28880,Missed EMI,Credit Card,Successful,Payment missed.
1506,2979,540,9/19/2020 19:49,2977,Missed EMI,Credit Card,Failed,Late penalty.
1507,1677,513,1/18/2023 17:27,30637,EMI Payment,Credit Card,Failed,Payment missed.
1508,2675,492,3/11/2020 13:23,9255,Prepayment,Credit Card,Failed,Partial payment.
1509,257,143,5/24/2024 5:52,26178,EMI Payment,UPI,Pending,Payment missed.
1510,125,984,2/25/2022 4:24,1276,Prepayment,Credit Card,Pending,Late penalty.
1511,1129,743,6/17/2024 3:28,21268,Prepayment,Cash,Successful,On-time payment.
1512,527,641,3/15/2024 9:32,2826,Refund,Credit Card,Pending,On-time payment.
1513,1769,195,10/11/2022 13:59,26453,Penalty,Cash,Pending,Late penalty.
1514,2910,514,1/11/2023 3:40,31686,Prepayment,Credit Card,Failed,Late penalty.
1515,2709,355,3/16/2023 19:48,3418,Prepayment,Cash,Successful,Late penalty.
1516,1728,743,6/7/2022 3:19,7146,Penalty,Credit Card,Pending,On-time payment.
1517,1812,457,10/26/2020 3:19,41354,Refund,UPI,Failed,Late penalty.
1518,722,425,11/28/2021 1:16,5246,Penalty,UPI,Pending,Payment missed.
1519,896,209,3/8/2020 5:32,36126,Penalty,Online Transfer,Failed,Partial payment.
1520,1886,220,1/13/2024 6:21,27020,Prepayment,Cash,Successful,Partial payment.
1521,1241,513,7/3/2024 9:05,39737,Missed EMI,Credit Card,Successful,Payment missed.
1522,1589,39,9/16/2020 15:36,37137,EMI Payment,Online Transfer,Failed,Late penalty.
1523,2159,770,10/21/2020 22:23,13831,EMI Payment,Cash,Successful,Late penalty.
1524,1379,688,12/12/2021 11:23,37840,EMI Payment,UPI,Pending,Late penalty.
1525,1563,980,5/1/2022 6:32,35606,Missed EMI,Credit Card,Successful,Payment missed.
1526,2029,866,8/15/2022 1:37,33633,Penalty,UPI,Failed,Payment missed.
1527,1019,47,5/25/2024 6:15,29665,Prepayment,Online Transfer,Successful,Payment missed.
1528,835,273,7/8/2021 5:04,15478,EMI Payment,Credit Card,Failed,Late penalty.
1529,2728,953,6/11/2020 18:55,43326,Prepayment,Online Transfer,Failed,On-time payment.
1530,2791,808,3/15/2024 1:26,37062,EMI Payment,Cash,Successful,Partial payment.
1531,795,237,2/7/2023 13:05,21540,Prepayment,Cash,Pending,Payment missed.
1532,1417,388,2/25/2021 14:05,34571,Penalty,Online Transfer,Failed,Partial payment.
1533,874,184,1/4/2023 12:32,44038,Missed EMI,Online Transfer,Failed,On-time payment.
1534,2822,515,10/21/2023 3:25,41561,Penalty,Online Transfer,Failed,Partial payment.
1535,2153,882,3/20/2020 6:44,41546,Prepayment,Online Transfer,Pending,Late penalty.
1536,42,533,5/31/2020 9:21,8643,Missed EMI,Cash,Successful,Late penalty.
1537,2983,9,4/27/2022 7:38,36730,Prepayment,UPI,Successful,Payment missed.
1538,2013,757,12/7/2020 14:23,41734,Missed EMI,Online Transfer,Pending,Late penalty.
1539,2651,900,6/14/2024 3:28,4471,Prepayment,Online Transfer,Pending,On-time payment.
1540,382,53,8/10/2021 13:22,33382,Prepayment,Cash,Successful,On-time payment.
1541,986,506,7/22/2023 12:42,18981,Penalty,Online Transfer,Failed,Payment missed.
1542,2721,990,11/25/2021 2:36,46659,Prepayment,Online Transfer,Pending,Late penalty.
1543,97,160,3/28/2022 3:27,15644,Missed EMI,Cash,Pending,Late penalty.
1544,1184,882,12/30/2020 5:05,16132,Penalty,Credit Card,Failed,Late penalty.
1545,2325,761,9/20/2024 22:51,10267,Missed EMI,Cash,Failed,Late penalty.
1546,1895,858,8/21/2021 18:50,20963,Prepayment,UPI,Successful,Payment missed.
1547,898,25,7/30/2024 12:53,46678,Missed EMI,Online Transfer,Failed,Partial payment.
1548,325,199,12/22/2019 18:56,19475,EMI Payment,Credit Card,Successful,Payment missed.
1549,1695,18,9/4/2021 11:00,30839,Missed EMI,UPI,Failed,On-time payment.
1550,1881,510,11/19/2024 10:40,25438,Prepayment,UPI,Failed,Payment missed.
1551,1835,212,11/3/2021 21:53,45093,Missed EMI,UPI,Failed,Late penalty.
1552,1399,406,2/17/2020 14:38,47945,Prepayment,Online Transfer,Pending,Partial payment.
1553,313,921,9/21/2021 19:45,20330,Penalty,Online Transfer,Failed,Partial payment.
1554,2034,808,2/24/2021 23:26,23855,Penalty,Cash,Pending,Partial payment.
1555,1107,838,10/23/2021 6:11,22164,Refund,Cash,Successful,Late penalty.
1556,1188,551,1/23/2021 12:09,19912,EMI Payment,Online Transfer,Successful,On-time payment.
1557,11,250,2/3/2022 15:34,39928,Penalty,UPI,Successful,On-time payment.
1558,2772,477,9/13/2022 1:16,30871,Prepayment,UPI,Pending,Late penalty.
1559,2611,244,5/9/2020 3:26,26677,Missed EMI,Credit Card,Failed,Late penalty.
1560,644,779,12/1/2022 13:20,15487,Missed EMI,Cash,Successful,Payment missed.
1561,2946,989,1/5/2024 11:38,17525,EMI Payment,Cash,Successful,Partial payment.
1562,1110,319,12/18/2019 20:37,43517,Prepayment,UPI,Pending,Payment missed.
1563,2841,829,2/25/2022 14:02,45834,Prepayment,Credit Card,Successful,Partial payment.
1564,977,333,6/5/2020 13:55,44221,Penalty,Credit Card,Successful,Late penalty.
1565,2214,482,8/3/2021 14:59,16762,Missed EMI,Online Transfer,Successful,On-time payment.
1566,1022,642,1/5/2024 19:14,7041,Penalty,Credit Card,Pending,Late penalty.
1567,436,330,3/23/2020 12:27,1983,Prepayment,UPI,Successful,Late penalty.
1568,1059,340,1/28/2021 15:21,45767,EMI Payment,Cash,Pending,Partial payment.
1569,320,572,1/17/2021 10:46,21732,Penalty,UPI,Successful,Late penalty.
1570,89,684,8/10/2024 1:35,8828,Penalty,Online Transfer,Pending,On-time payment.
1571,2318,119,12/7/2021 5:31,12966,EMI Payment,Cash,Failed,On-time payment.
1572,1108,930,4/17/2022 11:24,18764,Prepayment,Cash,Successful,On-time payment.
1573,2853,14,3/11/2023 3:07,47451,Missed EMI,UPI,Pending,Late penalty.
1574,1753,488,12/9/2022 17:37,17277,Prepayment,Credit Card,Successful,Payment missed.
1575,1848,422,3/6/2021 0:45,2428,Penalty,Cash,Successful,Partial payment.
1576,1179,581,6/26/2023 8:31,12038,Penalty,UPI,Pending,On-time payment.
1577,550,631,6/2/2023 19:21,49597,Refund,UPI,Pending,Payment missed.
1578,2172,559,7/15/2020 15:53,46283,Penalty,Credit Card,Failed,Late penalty.
1579,482,504,6/6/2024 13:11,45847,EMI Payment,UPI,Successful,Payment missed.
1580,1541,992,6/3/2020 12:34,17766,Penalty,Online Transfer,Successful,Late penalty.
1581,2744,734,5/22/2024 0:59,28802,Missed EMI,Cash,Failed,Partial payment.
1582,2571,49,5/27/2022 21:10,9472,Missed EMI,UPI,Pending,On-time payment.
1583,2506,207,12/17/2019 6:31,47437,Refund,Online Transfer,Successful,Payment missed.
1584,1902,832,9/8/2023 22:13,31891,Refund,Online Transfer,Failed,Late penalty.
1585,2013,731,5/24/2021 6:41,3487,EMI Payment,Credit Card,Pending,Late penalty.
1586,2119,658,9/8/2024 19:11,2534,Refund,Credit Card,Pending,Late penalty.
1587,2189,297,10/10/2020 20:23,32484,Penalty,Cash,Successful,Late penalty.
1588,671,419,10/13/2021 13:16,47282,EMI Payment,Cash,Failed,Partial payment.
1589,1309,852,4/30/2022 9:06,25141,Refund,Credit Card,Failed,Late penalty.
1590,1051,921,9/4/2023 2:03,44752,Refund,Cash,Successful,On-time payment.
1591,283,872,2/18/2023 14:27,27063,Prepayment,Credit Card,Failed,On-time payment.
1592,2092,178,3/13/2024 10:53,10370,EMI Payment,Online Transfer,Pending,Payment missed.
1593,2573,750,10/13/2020 18:05,7464,Prepayment,Cash,Successful,Payment missed.
1594,1884,165,11/4/2024 0:26,38058,Penalty,Cash,Successful,On-time payment.
1595,1647,100,7/21/2024 3:03,47747,Missed EMI,Online Transfer,Successful,On-time payment.
1596,751,946,8/9/2021 22:25,38040,Prepayment,Online Transfer,Failed,Partial payment.
1597,1657,2,5/5/2023 5:25,37556,EMI Payment,UPI,Failed,Partial payment.
1598,924,521,8/31/2020 7:34,19473,Refund,UPI,Successful,Partial payment.
1599,1610,299,1/25/2024 0:08,35288,Prepayment,Credit Card,Pending,Partial payment.
1600,2990,399,9/5/2021 9:46,20387,Penalty,Online Transfer,Successful,Late penalty.
1601,184,411,12/2/2021 4:11,17552,Refund,Credit Card,Pending,On-time payment.
1602,1303,950,7/4/2020 19:44,23362,EMI Payment,Online Transfer,Successful,Payment missed.
1603,687,730,10/25/2024 14:06,21540,Prepayment,Cash,Successful,Late penalty.
1604,407,497,6/16/2023 18:16,12837,Penalty,UPI,Successful,Late penalty.
1605,2165,912,2/17/2022 14:26,25969,Missed EMI,UPI,Successful,Partial payment.
1606,974,148,3/26/2020 4:07,10997,EMI Payment,UPI,Failed,On-time payment.
1607,412,371,12/27/2020 14:06,11031,EMI Payment,UPI,Failed,Payment missed.
1608,1979,639,10/6/2021 11:12,14078,Penalty,UPI,Failed,On-time payment.
1609,575,822,8/18/2022 10:50,26019,Penalty,Cash,Pending,Partial payment.
1610,2964,297,1/22/2022 10:51,41980,Prepayment,Online Transfer,Pending,Late penalty.
1611,1257,945,10/26/2020 4:07,27796,Refund,Credit Card,Pending,Late penalty.
1612,534,48,6/24/2020 14:54,26246,Penalty,Credit Card,Failed,Payment missed.
1613,606,398,8/20/2022 5:12,39796,Prepayment,Credit Card,Successful,Payment missed.
1614,2078,257,11/1/2023 17:38,22551,Refund,UPI,Pending,On-time payment.
1615,1364,565,3/12/2024 20:22,47499,Refund,Cash,Failed,Payment missed.
1616,146,358,12/22/2021 16:27,40536,Refund,Online Transfer,Successful,Partial payment.
1617,1275,154,3/18/2020 22:16,33991,EMI Payment,UPI,Failed,Partial payment.
1618,2383,939,3/8/2023 18:29,11881,Missed EMI,UPI,Pending,Late penalty.
1619,2333,949,1/21/2021 0:28,5014,EMI Payment,UPI,Successful,Payment missed.
1620,38,608,10/4/2021 4:48,1964,Prepayment,Credit Card,Successful,Payment missed.
1621,2737,527,10/5/2024 23:45,35138,Missed EMI,Online Transfer,Pending,Partial payment.
1622,1371,811,6/13/2023 7:41,24714,Penalty,Credit Card,Failed,On-time payment.
1623,1634,346,8/24/2020 17:58,32060,Prepayment,Online Transfer,Successful,Payment missed.
1624,2210,999,12/21/2023 12:54,24176,Refund,UPI,Successful,On-time payment.
1625,2372,92,11/24/2020 3:18,11166,Refund,UPI,Pending,Payment missed.
1626,1036,394,1/26/2020 23:11,36577,Missed EMI,Online Transfer,Successful,Partial payment.
1627,863,183,12/26/2022 11:10,32601,Missed EMI,UPI,Pending,Late penalty.
1628,654,632,1/11/2022 16:52,2287,Refund,UPI,Successful,Late penalty.
1629,1858,656,4/1/2023 20:09,30800,Prepayment,Credit Card,Failed,Late penalty.
1630,988,119,4/30/2021 21:18,26848,Missed EMI,Online Transfer,Successful,Late penalty.
1631,737,795,6/19/2023 3:46,9174,Missed EMI,Online Transfer,Failed,On-time payment.
1632,724,742,12/10/2020 2:26,31484,Refund,Online Transfer,Successful,Partial payment.
1633,2863,923,12/18/2021 4:39,16991,Penalty,Online Transfer,Successful,Partial payment.
1634,97,379,11/5/2024 7:07,41301,EMI Payment,UPI,Pending,On-time payment.
1635,801,512,12/8/2020 4:02,34749,Penalty,Cash,Failed,Late penalty.
1636,2192,677,11/20/2022 18:48,45350,EMI Payment,Credit Card,Failed,Payment missed.
1637,161,824,4/14/2023 3:01,31239,Penalty,Credit Card,Failed,Late penalty.
1638,245,634,10/14/2022 12:00,33272,Penalty,Credit Card,Successful,On-time payment.
1639,1748,17,5/2/2021 22:07,2849,Prepayment,Cash,Successful,Late penalty.
1640,2184,663,10/30/2024 5:45,9137,Refund,Online Transfer,Successful,Late penalty.
1641,2317,775,3/4/2020 6:08,15309,Refund,Cash,Failed,Partial payment.
1642,969,402,9/3/2024 10:35,14816,Penalty,UPI,Pending,Late penalty.
1643,205,212,5/19/2020 19:32,35884,EMI Payment,UPI,Successful,On-time payment.
1644,935,517,3/25/2022 0:33,6978,EMI Payment,Credit Card,Pending,On-time payment.
1645,1401,963,3/29/2020 21:34,8358,Refund,Cash,Successful,Partial payment.
1646,2773,468,1/28/2022 19:25,8751,Penalty,UPI,Successful,Partial payment.
1647,2033,635,1/31/2024 13:32,37168,Prepayment,Cash,Failed,Partial payment.
1648,2280,604,7/12/2020 4:50,9675,Penalty,UPI,Failed,Late penalty.
1649,1363,695,3/2/2021 17:34,36774,Penalty,Online Transfer,Successful,Partial payment.
1650,41,498,5/14/2024 0:11,47856,Prepayment,UPI,Pending,Late penalty.
1651,2257,272,12/13/2020 7:52,30000,Missed EMI,Cash,Pending,Late penalty.
1652,2516,944,2/1/2021 5:09,47403,Penalty,Online Transfer,Failed,Payment missed.
1653,2546,854,5/8/2020 21:21,40750,Missed EMI,UPI,Pending,Payment missed.
1654,1815,126,1/12/2024 17:18,23462,Prepayment,Cash,Failed,Partial payment.
1655,1486,268,2/28/2020 0:34,42177,Prepayment,Online Transfer,Successful,Payment missed.
1656,2395,524,12/26/2022 13:36,38398,Penalty,Cash,Successful,Payment missed.
1657,1096,966,2/8/2020 21:39,20265,Refund,Credit Card,Successful,Late penalty.
1658,1209,134,10/14/2020 8:16,47622,Missed EMI,UPI,Failed,Partial payment.
1659,1836,289,1/18/2020 3:37,1707,EMI Payment,Online Transfer,Failed,Partial payment.
1660,1891,428,8/31/2020 21:42,13999,Penalty,UPI,Failed,Late penalty.
1661,2034,121,9/8/2024 14:02,16222,Penalty,Cash,Failed,On-time payment.
1662,2966,636,2/10/2023 1:11,41464,Missed EMI,Online Transfer,Failed,On-time payment.
